Rank,GM,playerId,optaPersonId,Min,Age,Position,firstName,lastName,player,team,teamId,optaTeamId,leagueId,league,SubOff,SubOn,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,Off,OffTgtOBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,X1v1,X1v1InBox,Sc1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,TcklMade.,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,X2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,X.PassFwd,Pass.,PsCmpM3,PsCmpA3,PsCmpD3,PsAttD3,PsAttM3,Pull.Back.Passes.Completed,PsDist,ChlngeLost,Aerial.,Aerials,ExpGAg
102,11,5pxg9qijp78vbve2b5eprf4r9,151951,931,28,Centre Forward,Emery,Welshman,E. Welshman,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,0,1,9,8,1,9,2,10,0,1,1,0,0,3,0,2,0,1,1,1,2,3,14,60,16,272,48,148,5,3,2,2.03,7,3,0,15,15,48,9,4,59,23,2,2,498,88,7,10,3,26,70.80%,6,6,39,7,1,6,2,1,10,1,0,0,0,0,0,0,11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,18,29,266,33,199,74,25.00%,72.10%,89,98,9,15,127,1,13.2,7,19.40%,31,0
153,6,79mxm0eabtbsoieveku9v91ey,488467,77,24,Centre Forward,Stefan,Lamanna,S.Lamanna,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,1,31,11,13,0.17,0,1,0.53,0,1,0,1,1,8,1,0,8,3,0,0,55,10,2,0,0,2,100.00%,0,0,10,1,0,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,18,6,31,5,29.00%,77.40%,21,2,1,2,23,0,12.1,0,50.00%,2,0
107,8,20o0wuwg7mm8ynf0msec3a06i,481560,609,28,Right Midfielder,Dean,Northover,D. Northover,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,54,23,255,92,86,0.05,0,0,0.42,0,1,0,4,4,12,0,0,52,6,0,0,478,39,7,13,15,48,80.00%,10,6,32,3,4,6,0,6,8,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,4,5,113,138,227,2,44.30%,69.80%,105,35,38,65,142,0,19.7,5,50.00%,24,0
165,0,d3zpp8u78lgqwzbgj9kvq9my2,492174,0,NA,Sub - Goalkeeper,Luke,Iacobellis,L. Iacobellis,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,-,0,0
12,26,afbi7ba716z8at1irydcx44ix,250972,2216,25,Left Midfielder,Ryan,Telfer,R. Telfer,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,2,2,29,17,12,14,3,21,9,0,0,4,0,6,2,7,1,2,2,3,4,29,17,161,29,832,245,397,7.15,8,1,5.59,11,7,25,41,66,136,18,9,202,80,1,1,1533,170,15,37,23,83,70.30%,8,5,130,14,1,10,8,6,31,13,0,0,0,0,0,0,33,24,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,41,28,51,698,181,654,123,30.00%,77.20%,388,179,75,101,464,3,19,22,45.60%,57,0
56,26,42d31lze22zahkqy8vu5zpcyd,85715,1976,25,Centre Forward,Oumar,Diouck,O. Diouck,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),9,4,3,16,8,8,9,3,17,8,0,0,6,0,5,1,5,1,3,1,0,5,3,26,114,23,583,166,280,4.91,6,2,3.48,7,5,6,24,30,50,5,3,113,25,0,0,983,156,15,21,5,48,55.40%,6,1,105,28,6,28,10,7,28,18,0,0,0,0,0,0,22,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,36,6,30,421,95,467,73,23.50%,76.50%,255,155,36,47,330,0,18.6,29,27.60%,29,0
41,21,4ux10kolns6m5lgd64wumjfth,197038,1772,24,Defensive Midfielder,Louis,Béland-Goyette,L. Béland-Goyette,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,0,1,2,0,2,0,4,7,7,0,0,0,0,0,1,1,0,0,0,0,1,0,9,107,31,881,358,385,0.41,1,3,1.96,0,1,2,26,28,22,0,0,103,9,2,2,1159,114,13,41,32,105,60.70%,19,7,142,2,4,29,1,7,24,0,0,0,0,1,0,0,38,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,62,6,24,155,257,747,5,34.80%,84.30%,514,85,144,167,614,0,19.6,35,44.40%,18,0
111,15,2sc081mofdwjhdhyggnz78b9,113755,1014,33,Centre Forward,Luis Alberto,Perea,L. Perea,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),6,3,2,11,7,4,2,1,4,0,2,2,0,0,3,0,1,0,0,1,0,3,5,9,63,12,302,82,145,3.42,3,1,0.87,5,1,1,11,12,15,1,0,41,9,0,0,441,58,4,6,2,13,58.80%,1,0,36,7,1,3,3,0,9,4,0,0,0,0,0,0,17,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,0,22,202,24,215,33,24.80%,75.20%,130,83,14,16,165,0,13.4,7,41.70%,24,0
42,22,334ys3md0ycavngg26g75yi21,244406,1809,21,Left Centre Back,Matthew,Baldisimo,M. Baldisimo,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),7,1,0,2,0,2,0,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,105,40,909,502,262,0.79,0,0,0.53,1,0,0,12,12,19,0,0,103,13,0,0,1157,127,19,28,25,101,57.30%,29,6,107,4,9,21,1,8,13,0,0,0,0,0,0,0,32,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,54,2,24,106,483,568,6,38.50%,84.00%,377,51,336,388,458,0,18.5,35,43.10%,51,0
60,25,7tmc8hrkee4lo05qa26i7e5zp,173159,2250,24,Goalkeeper,Marco,Carducci,M. Carducci,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,49,695,393,62,0,0,0,0.03,0,0,0,1,1,0,0,0,11,0,0,0,929,2,0,0,0,7,0.00%,7,0,32,0,1,0,0,6,0,0,9,13,0,0,2,13,17,17,0,0,66,2,2,30,31,2,0,62,34,32,12,22,3,20,12,0,0,1,25,0,0,1,925,3,1,60.60%,65.50%,1,0,454,691,3,0,35.9,1,100.00%,7,19.1
114,12,cqn9qstqvg761dhxrbjtmrg7p,35117,1028,35,Goalkeeper,Jan-Michael,Williams,J. Williams,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,27,268,150,30,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,396,3,0,0,0,4,0.00%,4,1,23,0,1,0,0,2,0,0,2,5,1,0,5,4,19,15,4,0,40,1,2,17,18,5,0,34,27,13,4,17,5,9,8,0,1,1,17,0,0,0,395,1,0,57.10%,67.20%,0,0,180,267,1,0,33.4,2,100.00%,4,10.91
100,14,daf9pfrmp5w42wpwejb3lzkr9,246192,952,28,Right Back,Yong-Chan,Son,Son Yong-Chan,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),6,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,32,310,120,114,0.08,0,1,0.77,0,0,7,9,16,9,0,0,48,0,0,0,554,55,8,21,8,42,78.40%,3,1,50,2,5,9,2,6,4,0,0,0,0,0,0,0,11,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,8,9,167,164,223,8,40.00%,75.50%,124,46,64,93,163,0,20.4,8,28.00%,25,0
27,23,8djbjtpajhwv1falg9buuone2,481746,1718,24,Defensive Midfielder,Wataru,Murofushi,W. Murofushi,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),13,3,0,9,6,3,1,3,4,1,1,1,0,0,3,0,1,0,0,1,0,3,1,11,118,36,1062,486,422,2.57,3,0,1.82,4,2,1,24,25,23,2,1,101,16,2,1,1318,83,15,29,18,65,60.30%,2,1,149,7,6,17,4,7,23,3,0,0,0,0,0,0,23,18,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,2,12,197,291,830,29,29.90%,85.50%,611,93,204,226,706,0,17,29,50.00%,14,0
76,20,87livipejk1sbferagw91n6c5,101092,1513,26,Left Centre Back,Adam,Mitter,A. Mitter,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70,34,620,419,97,0.12,0,0,0.1,0,0,0,2,2,1,0,0,64,1,0,0,760,59,4,13,29,96,63.00%,50,17,46,1,7,15,1,3,3,0,0,0,0,0,0,0,34,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,56,0,1,4,494,262,2,38.70%,83.20%,183,1,332,380,238,0,22.1,10,52.00%,75,0
112,8,7qctsydagkbx65ctb9wlw9n1l,247683,596,21,Central Midfielder,David,Norman Jr.,D. Norman,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,1,0,1,0,1,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,41,17,292,129,105,0.55,0,0,0.15,1,0,0,4,4,6,0,0,42,3,2,1,402,44,9,9,8,35,85.70%,9,6,35,2,2,4,1,2,11,0,0,0,0,0,0,0,6,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,2,11,57,110,235,4,34.60%,80.10%,141,28,65,77,181,0,17.7,3,27.60%,29,0
46,20,4tus0wc9k482jmoncnstteelm,481577,1461,24,Defensive Midfielder,Raphael,Ohin,R. Ohin,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,4,0,4,0,4,2,6,13,12,0,0,0,0,0,0,0,0,0,0,0,0,2,15,95,70,765,361,239,0.84,0,0,0.34,0,0,0,8,8,43,2,1,109,30,0,0,1109,109,12,26,20,93,65.50%,32,17,155,4,14,23,1,14,12,0,0,0,0,1,0,0,35,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,55,4,19,119,403,587,8,40.90%,78.40%,371,41,188,250,463,0,18.3,20,44.40%,36,0
66,15,8e8emyf0eilzcqromw4nf93h1,100486,1161,28,Left Centre Back,Hendrik,Starostzik,H. Starostzik,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,2,1,2,2,0,1,0,3,0,0,0,0,0,1,0,0,1,3,2,0,0,0,0,54,39,699,503,103,0.86,1,0,0.14,1,0,1,2,3,0,0,0,48,0,0,0,849,34,2,11,25,111,68.40%,72,31,61,1,7,10,0,5,0,1,0,0,1,0,0,0,21,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,0,0,13,644,192,6,39.60%,86.70%,143,3,460,520,174,0,20.6,6,75.00%,44,0
165,0,eb0qxwpcnsxwfi1o3jqc7l7xm,485396,0,25,Sub - Goalkeeper,Tyrone,Venhola,T. Venhola,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,-,0,0
71,23,6rj6gpjhz8sk2405943kpii1h,167886,1441,24,Central Midfielder,Dylan,Carreiro,D. Carreiro,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),6,8,1,9,3,6,4,6,13,9,0,0,3,0,1,1,2,0,0,0,0,2,5,17,119,14,541,153,255,1.28,2,2,2.66,0,4,6,19,25,26,0,0,63,12,1,0,781,85,5,10,4,22,53.60%,2,1,78,3,4,12,10,10,11,8,0,0,0,0,0,0,32,28,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,53,2,23,303,95,383,38,32.70%,75.40%,237,112,59,66,305,0,17.5,13,19.20%,26,0
37,25,7fcj29th1uv9jkhdh67tygeay,481562,1943,24,Right Attacking Midfielder,Nico,Pasquotti,N. Pasquotti,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),5,3,1,16,16,0,4,2,13,1,0,0,0,0,5,0,3,1,3,3,2,2,8,15,112,19,477,119,227,5.77,5,3,3.6,10,6,6,18,25,125,14,7,186,57,0,0,1179,212,19,30,13,75,59.80%,11,7,114,25,5,15,18,7,22,2,0,0,0,0,0,0,12,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,25,34,37,660,123,396,99,30.60%,72.50%,156,151,39,52,210,3,17.6,33,41.20%,85,0
165,0,9u43821bgzomf56br5toaywdm,485988,0,19,Sub - Goalkeeper,Baj,Maan,B. Maan,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,-,0,0
123,15,11228m951oqcoir09sjjuep61,244374,517,21,Central Midfielder,Steven,Furlano,S. Furlano,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,11,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,42,15,225,96,72,0.1,0,2,1.06,0,2,1,8,9,6,2,0,28,2,0,0,325,34,6,9,10,31,83.30%,6,3,24,4,2,9,1,0,3,0,0,0,0,0,0,0,11,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,6,58,74,193,10,39.10%,74.70%,122,16,30,43,159,0,19.2,3,53.30%,15,0
68,17,9xntliz4ut9p00wlwc0gd7e95,481759,1246,27,Left Back,Alex,De Carolis,A. De Carolis,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),4,2,0,4,0,4,0,1,6,3,0,0,3,0,0,0,0,0,0,0,0,0,10,0,89,47,467,198,133,0.45,0,0,0.62,0,0,8,3,11,21,1,0,62,7,0,0,827,71,13,21,14,87,64.20%,34,16,78,2,2,10,0,4,3,1,0,0,0,0,0,0,21,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,6,11,174,287,366,9,53.10%,70.90%,175,53,103,158,235,0,19.7,19,46.90%,32,0
136,8,dl4wkt9bhput0z1sikhu15562,483117,315,20,Right Midfielder,Federico,Peña,F. Peña,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,10,107,45,32,0.07,0,0,0.85,0,2,0,2,2,11,0,0,14,6,0,0,192,30,0,1,4,11,9.10%,6,2,16,1,2,1,1,3,1,2,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,6,43,61,88,3,42.10%,72.00%,45,11,21,31,58,0,16.2,10,37.50%,8,0
156,1,2bwli6laejcfs9eb6euey2lbe,483256,90,21,Left Winger,Gabriel,Bitar,G. Bitar,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,4,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,16,6,8,0.72,0,0,0.1,2,0,0,2,2,4,0,0,5,1,0,0,42,12,2,1,0,4,50.00%,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,26,5,11,5,31.30%,87.50%,5,7,2,2,7,0,17.5,3,0.00%,1,0
